#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-C540C3C7B79F9DC-2DA877D56FA84C0F
#datatype	hitsFull Results
#status	0
#Start time	2023-08-25T05:38:33	Run time	0:00:00:29
#status	Warning: Too many queries.	msg	Error(s) occurred during search, the result may be incomplete

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#6 - >Sarcophilus_harrisii_1	superfamily	429539	516	569	4.69811e-19	81.2225	cl08456	NCD3G superfamily	 - 	 - 
Q#6 - >Sarcophilus_harrisii_1	non-specific	320567	590	878	3.94507e-17	83.1483	cd15451	7tmC_mGluR7	 - 	cl28897
Q#6 - >Sarcophilus_harrisii_1	non-specific	380569	76	222	7.39706e-17	82.6117	cd06346	PBP1_ABC_ligand_binding-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	320570	590	845	1.06878e-16	81.9882	cd15454	7tmC_mGluR8	 - 	cl28897
Q#6 - >Sarcophilus_harrisii_1	non-specific	320175	592	836	1.37165e-15	77.6005	cd15047	7tmC_GABA-B-like	 - 	cl28897
Q#6 - >Sarcophilus_harrisii_1	non-specific	380492	81	311	3.4025e-15	77.3673	cd06268	PBP1_ABC_transporter_LIVBP-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380645	80	304	3.82346e-15	78.039	cd19990	PBP1_GABAb_receptor_plant	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380639	140	316	1.39233e-12	69.1697	cd19984	PBP1_ABC_ligand_binding-like	NC	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380556	73	243	5.36301e-12	68.3431	cd06333	PBP1_ABC_RPA1789-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380565	77	243	2.45334e-11	66.0106	cd06342	PBP1_ABC_LIVBP-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380593	76	284	2.88014e-11	66.5004	cd06370	PBP1_SAP_GC-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	223755	81	251	1.1236e-10	64.3825	COG0683	LivK	C	cl43238
Q#6 - >Sarcophilus_harrisii_1	superfamily	223755	81	251	1.1236e-10	64.3825	cl43238	LivK superfamily	C	 - 
Q#6 - >Sarcophilus_harrisii_1	non-specific	380575	80	306	1.93661e-09	60.447	cd06352	PBP1_NPR_GC-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380570	81	220	3.02629e-09	59.4783	cd06347	PBP1_ABC_LivK_ligand_binding-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380635	81	234	1.21882e-08	57.6176	cd19980	PBP1_ABC_ligand_binding-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	320420	592	837	3.12171e-08	55.6825	cd15293	7tmC_GPR158-like	 - 	cl28897
Q#6 - >Sarcophilus_harrisii_1	non-specific	380563	81	291	3.55883e-08	56.4133	cd06340	PBP1_ABC_ligand_binding-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380602	139	316	1.06415e-07	55.0373	cd06379	PBP1_iGluR_NMDA_NR1	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	320404	592	802	1.52253e-07	53.5853	cd15277	7tmC_RAIG3_GPRC5C	 - 	cl28897
Q#6 - >Sarcophilus_harrisii_1	non-specific	380567	138	258	2.17038e-07	53.7684	cd06344	PBP1_ABC_HAAT-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380477	95	311	2.23547e-07	53.4267	cd01391	Periplasmic_Binding_Protein_type1	 - 	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380640	75	276	4.81786e-07	52.6628	cd19985	PBP1_ABC_HAAT-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	433225	81	235	1.10645e-05	48.4236	pfam13458	Peripla_BP_6	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380636	81	239	1.60175e-05	47.6708	cd19981	PBP1_ABC_HAAT-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380566	142	237	1.61414e-05	47.9483	cd06343	PBP1_ABC_ligand_binding-like	NC	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380643	140	228	8.56692e-05	45.3448	cd19988	PBP1_ABC_HAAT-like	NC	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380568	81	251	0.000230044	44.5633	cd06345	PBP1_ABC_ligand_binding-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380641	81	222	0.00024856	44.1546	cd19986	PBP1_ABC_HAAT-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380558	139	225	0.000320247	43.7518	cd06335	PBP1_ABC_ligand_binding-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380557	76	222	0.00150998	41.8439	cd06334	PBP1_ABC_ligand_binding-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380553	81	230	0.00249494	41.0068	cd06330	PBP1_As_SBP-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	380644	81	236	0.0026758	40.7227	cd19989	PBP1_SBP-like	C	cl10011
Q#6 - >Sarcophilus_harrisii_1	non-specific	320170	656	837	0.00382841	40.095	cd15042	7tmC_Boss	N	cl28897
Q#7 - >Trichosurus_vulpecula_1	specific	380584	37	502	0	624.395	cd06361	PBP1_GPC6A-like	 - 	cl10011
Q#7 - >Trichosurus_vulpecula_1	superfamily	447875	37	502	0	624.395	cl10011	Periplasmic_Binding_Protein_type1 superfamily	 - 	 - 
Q#7 - >Trichosurus_vulpecula_1	non-specific	320408	589	838	6.38607e-136	406.469	cd15281	7tmC_GPRC6A	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	superfamily	452889	589	838	6.38607e-136	406.469	cl28897	7tm_GPCRs superfamily	 - 	 - 
Q#7 - >Trichosurus_vulpecula_1	non-specific	320172	590	838	4.03285e-101	315.563	cd15044	7tmC_V2R_AA_sensing_receptor-like	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	380586	31	492	2.67006e-98	314.63	cd06363	PBP1_taste_receptor	 - 	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380587	37	492	4.05038e-94	305.335	cd06364	PBP1_CaSR	 - 	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380573	37	342	2.51715e-90	290.736	cd06350	PBP1_GPCR_family_C-like	 - 	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380585	34	495	1.89949e-79	265.696	cd06362	PBP1_mGluR	 - 	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	320410	592	837	1.94135e-72	239.1	cd15283	7tmC_V2R_pheromone	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	specific	425415	584	832	2.17566e-65	219.408	pfam00003	7tm_3	 - 	cl02802
Q#7 - >Trichosurus_vulpecula_1	superfamily	425415	584	832	2.17566e-65	219.408	cl02802	7tm_3 superfamily	 - 	 - 
Q#7 - >Trichosurus_vulpecula_1	non-specific	380588	37	492	6.23778e-64	222.904	cd06365	PBP1_pheromone_receptor	 - 	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	320409	590	837	3.26262e-63	214.044	cd15282	7tmC_CaSR	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	320407	592	839	4.61238e-60	205.403	cd15280	7tmC_V2R-like	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	320091	590	838	3.11259e-59	202.852	cd13953	7tm_classC_mGluR-like	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	380598	33	481	8.82135e-56	200.049	cd06375	PBP1_mGluR_groupII	 - 	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	320416	594	838	2.13594e-54	189.554	cd15289	7tmC_TAS1R1	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	320417	591	837	2.26246e-45	163.693	cd15290	7tmC_TAS1R3	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	320174	591	837	9.67509e-44	159.228	cd15046	7tmC_TAS1R	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	specific	426045	75	477	5.5485e-43	159.071	pfam01094	ANF_receptor	 - 	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	320600	589	837	9.6589e-42	153.537	cd15934	7tmC_mGluRs_group2_3	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	380599	34	481	2.35032e-41	158.428	cd06376	PBP1_mGluR_groupIII	 - 	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380597	27	474	4.94124e-40	154.809	cd06374	PBP1_mGluR_groupI	 - 	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	320173	590	838	2.29584e-39	146.622	cd15045	7tmC_mGluRs	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	320412	591	838	1.90254e-37	140.85	cd15285	7tmC_mGluR_group1	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	320414	591	837	6.42274e-37	139.434	cd15287	7tmC_TAS1R2a-like	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	320415	592	837	1.48754e-35	135.684	cd15288	7tmC_TAS1R2	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	320563	590	837	1.54148e-35	135.442	cd15447	7tmC_mGluR2	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	320411	590	837	1.56957e-33	129.968	cd15284	7tmC_mGluR_group2	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	320564	590	837	9.49736e-33	127.371	cd15448	7tmC_mGluR3	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	380490	37	306	7.73369e-32	126.651	cd04509	PBP1_ABC_transporter_GPCR_C-like	 - 	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380493	76	389	4.71e-28	115.978	cd06269	PBP1_glutamate_receptors-like	 - 	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	320569	590	845	7.22758e-24	102.415	cd15453	7tmC_mGluR6	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	320413	590	843	1.86913e-23	101.033	cd15286	7tmC_mGluR_group3	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	320565	591	837	1.10063e-21	95.4659	cd15449	7tmC_mGluR1	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	320566	592	837	2.00601e-21	94.666	cd15450	7tmC_mGluR5	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	320568	590	843	3.36771e-20	92.7361	cd15452	7tmC_mGluR4	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	380589	38	225	3.21246e-19	91.1525	cd06366	PBP1_GABAb_receptor	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	specific	429539	516	569	6.80347e-19	80.8373	pfam07562	NCD3G	 - 	cl08456
Q#7 - >Trichosurus_vulpecula_1	superfamily	429539	516	569	6.80347e-19	80.8373	cl08456	NCD3G superfamily	 - 	 - 
Q#7 - >Trichosurus_vulpecula_1	non-specific	320570	590	845	2.42334e-17	83.9142	cd15454	7tmC_mGluR8	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	380569	81	222	5.10568e-17	82.9969	cd06346	PBP1_ABC_ligand_binding-like	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	320567	590	845	6.16083e-17	82.7631	cd15451	7tmC_mGluR7	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	320175	592	836	2.80614e-16	79.9117	cd15047	7tmC_GABA-B-like	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	380645	73	304	3.65437e-15	78.4242	cd19990	PBP1_GABAb_receptor_plant	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380492	81	291	1.42913e-14	75.4413	cd06268	PBP1_ABC_transporter_LIVBP-like	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380593	76	284	2.19833e-13	73.0488	cd06370	PBP1_SAP_GC-like	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380556	73	243	1.55454e-11	66.8023	cd06333	PBP1_ABC_RPA1789-like	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380639	140	306	3.85049e-11	64.9325	cd19984	PBP1_ABC_ligand_binding-like	NC	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380565	81	224	2.6222e-10	62.929	cd06342	PBP1_ABC_LIVBP-like	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	223755	81	344	2.81008e-10	63.2269	COG0683	LivK	C	cl43238
Q#7 - >Trichosurus_vulpecula_1	superfamily	223755	81	344	2.81008e-10	63.2269	cl43238	LivK superfamily	C	 - 
Q#7 - >Trichosurus_vulpecula_1	non-specific	380575	80	281	8.31052e-10	61.6026	cd06352	PBP1_NPR_GC-like	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380570	81	220	1.52778e-07	54.4707	cd06347	PBP1_ABC_LivK_ligand_binding-like	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380635	81	224	2.59975e-07	53.7656	cd19980	PBP1_ABC_ligand_binding-like	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380602	133	302	3.49146e-07	53.4965	cd06379	PBP1_iGluR_NMDA_NR1	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380567	71	258	8.13468e-07	51.8424	cd06344	PBP1_ABC_HAAT-like	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	320420	592	837	1.29851e-06	50.6749	cd15293	7tmC_GPR158-like	 - 	cl28897
Q#7 - >Trichosurus_vulpecula_1	non-specific	380477	95	277	2.46083e-06	50.3451	cd01391	Periplasmic_Binding_Protein_type1	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380636	81	222	1.36453e-05	48.056	cd19981	PBP1_ABC_HAAT-like	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380563	81	256	2.42983e-05	47.5537	cd06340	PBP1_ABC_ligand_binding-like	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380640	142	306	5.12347e-05	46.4996	cd19985	PBP1_ABC_HAAT-like	NC	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380566	142	237	6.96212e-05	46.0223	cd06343	PBP1_ABC_ligand_binding-like	NC	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	433225	81	235	8.78167e-05	45.7272	pfam13458	Peripla_BP_6	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380643	140	228	0.000127604	44.9596	cd19988	PBP1_ABC_HAAT-like	NC	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380558	139	225	0.000159136	44.9074	cd06335	PBP1_ABC_ligand_binding-like	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380568	81	251	0.000208984	44.5633	cd06345	PBP1_ABC_ligand_binding-like	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380641	81	222	0.000383484	43.3842	cd19986	PBP1_ABC_HAAT-like	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	380553	81	290	0.000446466	43.318	cd06330	PBP1_As_SBP-like	C	cl10011
Q#7 - >Trichosurus_vulpecula_1	non-specific	320404	592	802	0.00113179	41.6441	cd15277	7tmC_RAIG3_GPRC5C	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	specific	380584	37	502	0	623.239	cd06361	PBP1_GPC6A-like	 - 	cl10011
Q#8 - >Vombatus_ursinus_1	superfamily	447875	37	502	0	623.239	cl10011	Periplasmic_Binding_Protein_type1 superfamily	 - 	 - 
Q#8 - >Vombatus_ursinus_1	non-specific	320408	589	838	7.80267e-136	406.084	cd15281	7tmC_GPRC6A	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	superfamily	452889	589	838	7.80267e-136	406.084	cl28897	7tm_GPCRs superfamily	 - 	 - 
Q#8 - >Vombatus_ursinus_1	non-specific	320172	590	838	4.61941e-104	323.267	cd15044	7tmC_V2R_AA_sensing_receptor-like	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	380586	31	476	6.39658e-103	326.572	cd06363	PBP1_taste_receptor	 - 	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380587	37	492	7.195e-92	299.172	cd06364	PBP1_CaSR	 - 	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380573	37	342	6.00586e-91	292.662	cd06350	PBP1_GPCR_family_C-like	 - 	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380585	34	474	3.1661e-75	254.14	cd06362	PBP1_mGluR	 - 	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	320410	592	837	3.07395e-71	236.019	cd15283	7tmC_V2R_pheromone	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	specific	425415	584	832	1.91065e-65	219.408	pfam00003	7tm_3	 - 	cl02802
Q#8 - >Vombatus_ursinus_1	superfamily	425415	584	832	1.91065e-65	219.408	cl02802	7tm_3 superfamily	 - 	 - 
Q#8 - >Vombatus_ursinus_1	non-specific	380588	37	492	2.16624e-65	227.141	cd06365	PBP1_pheromone_receptor	 - 	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	320409	590	837	1.33549e-61	209.421	cd15282	7tmC_CaSR	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	320407	592	839	2.23137e-58	200.395	cd15280	7tmC_V2R-like	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	320091	590	838	9.57893e-57	195.918	cd13953	7tm_classC_mGluR-like	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	380598	33	481	1.62308e-51	188.108	cd06375	PBP1_mGluR_groupII	 - 	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	320416	594	838	3.35595e-51	180.31	cd15289	7tmC_TAS1R1	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	320417	591	837	1.43305e-46	167.16	cd15290	7tmC_TAS1R3	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	specific	426045	75	477	1.03408e-42	158.3	pfam01094	ANF_receptor	 - 	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	320600	589	837	3.60135e-42	154.693	cd15934	7tmC_mGluRs_group2_3	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	320174	591	837	6.6736e-40	148.057	cd15046	7tmC_TAS1R	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	380597	27	474	8.64832e-40	154.038	cd06374	PBP1_mGluR_groupI	 - 	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	320173	590	838	9.3453e-39	144.696	cd15045	7tmC_mGluRs	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	380599	34	481	1.85014e-37	146.872	cd06376	PBP1_mGluR_groupIII	 - 	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	320414	591	837	5.84537e-36	136.738	cd15287	7tmC_TAS1R2a-like	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	320563	590	837	4.64219e-35	134.286	cd15447	7tmC_mGluR2	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	320412	591	838	5.77693e-35	133.916	cd15285	7tmC_mGluR_group1	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	320564	590	837	1.2546e-33	130.068	cd15448	7tmC_mGluR3	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	320411	590	837	1.29389e-33	129.968	cd15284	7tmC_mGluR_group2	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	320415	592	837	2.3494e-32	126.44	cd15288	7tmC_TAS1R2	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	380490	38	306	4.98667e-32	127.036	cd04509	PBP1_ABC_transporter_GPCR_C-like	 - 	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380493	76	369	6.69161e-25	106.733	cd06269	PBP1_glutamate_receptors-like	 - 	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	320569	590	845	6.38029e-24	102.415	cd15453	7tmC_mGluR6	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	320413	590	843	1.79597e-21	95.255	cd15286	7tmC_mGluR_group3	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	320565	591	837	5.14775e-20	90.4583	cd15449	7tmC_mGluR1	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	320568	590	843	7.41508e-20	91.5805	cd15452	7tmC_mGluR4	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	specific	429539	516	569	6.34802e-19	80.8373	pfam07562	NCD3G	 - 	cl08456
Q#8 - >Vombatus_ursinus_1	superfamily	429539	516	569	6.34802e-19	80.8373	cl08456	NCD3G superfamily	 - 	 - 
Q#8 - >Vombatus_ursinus_1	non-specific	320566	592	837	6.47908e-19	87.3473	cd15450	7tmC_mGluR5	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	380589	76	225	1.34261e-17	86.1449	cd06366	PBP1_GABAb_receptor	C	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	320570	590	845	3.16738e-17	83.529	cd15454	7tmC_mGluR8	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	320567	590	845	1.29256e-16	81.6075	cd15451	7tmC_mGluR7	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	320175	592	836	4.15807e-16	79.1413	cd15047	7tmC_GABA-B-like	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	380569	81	222	1.39901e-15	78.7597	cd06346	PBP1_ABC_ligand_binding-like	C	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380492	81	311	1.12204e-14	75.8265	cd06268	PBP1_ABC_transporter_LIVBP-like	C	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380645	73	304	1.85546e-14	76.113	cd19990	PBP1_GABAb_receptor_plant	C	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380639	140	316	1.35642e-10	63.3917	cd19984	PBP1_ABC_ligand_binding-like	NC	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380556	73	243	3.38414e-10	62.5651	cd06333	PBP1_ABC_RPA1789-like	C	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380565	81	224	7.76102e-10	61.3882	cd06342	PBP1_ABC_LIVBP-like	C	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380593	76	284	1.07036e-09	61.4928	cd06370	PBP1_SAP_GC-like	C	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	223755	81	251	1.32756e-09	60.9157	COG0683	LivK	C	cl43238
Q#8 - >Vombatus_ursinus_1	superfamily	223755	81	251	1.32756e-09	60.9157	cl43238	LivK superfamily	C	 - 
Q#8 - >Vombatus_ursinus_1	non-specific	380575	80	281	1.85059e-09	60.8322	cd06352	PBP1_NPR_GC-like	C	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380602	164	316	1.66519e-07	54.2669	cd06379	PBP1_iGluR_NMDA_NR1	NC	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380570	81	220	3.07563e-07	53.3151	cd06347	PBP1_ABC_LivK_ligand_binding-like	C	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380477	37	311	2.34959e-06	50.3451	cd01391	Periplasmic_Binding_Protein_type1	 - 	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	320420	592	837	4.08753e-06	49.1341	cd15293	7tmC_GPR158-like	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	380567	71	240	8.75343e-06	48.7608	cd06344	PBP1_ABC_HAAT-like	C	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380635	139	224	2.9531e-05	47.2172	cd19980	PBP1_ABC_ligand_binding-like	C	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380566	142	237	4.37373e-05	46.7927	cd06343	PBP1_ABC_ligand_binding-like	NC	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380563	81	291	5.7744e-05	46.3981	cd06340	PBP1_ABC_ligand_binding-like	C	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380636	81	242	0.000121268	44.9744	cd19981	PBP1_ABC_HAAT-like	C	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	433225	81	235	0.000154991	44.9568	pfam13458	Peripla_BP_6	C	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	320404	592	802	0.000247173	43.5701	cd15277	7tmC_RAIG3_GPRC5C	 - 	cl28897
Q#8 - >Vombatus_ursinus_1	non-specific	380558	81	225	0.000278103	44.137	cd06335	PBP1_ABC_ligand_binding-like	C	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380640	142	276	0.000761732	42.6476	cd19985	PBP1_ABC_HAAT-like	NC	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380643	142	228	0.000980546	42.2632	cd19988	PBP1_ABC_HAAT-like	NC	cl10011
Q#8 - >Vombatus_ursinus_1	non-specific	380641	81	222	0.00161617	41.4582	cd19986	PBP1_ABC_HAAT-like	C	cl10011
Q#9 - >Homo_sapiens_1	specific	380584	37	506	0	704.131	cd06361	PBP1_GPC6A-like	 - 	cl10011
Q#9 - >Homo_sapiens_1	superfamily	447875	37	506	0	704.131	cl10011	Periplasmic_Binding_Protein_type1 superfamily	 - 	 - 
Q#9 - >Homo_sapiens_1	non-specific	320408	607	839	3.61878e-138	412.247	cd15281	7tmC_GPRC6A	 - 	cl28897
Q#9 - >Homo_sapiens_1	superfamily	452889	607	839	3.61878e-138	412.247	cl28897	7tm_GPCRs superfamily	 - 	 - 
Q#9 - >Homo_sapiens_1	non-specific	320172	607	839	2.87618e-116	355.238	cd15044	7tmC_V2R_AA_sensing_receptor-like	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	380586	31	503	8.98727e-105	331.579	cd06363	PBP1_taste_receptor	 - 	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380573	37	342	2.82196e-102	322.323	cd06350	PBP1_GPCR_family_C-like	 - 	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380587	37	495	1.25937e-94	306.49	cd06364	PBP1_CaSR	 - 	cl10011
Q#9 - >Homo_sapiens_1	non-specific	380585	34	477	7.7193e-71	242.199	cd06362	PBP1_mGluR	 - 	cl10011
Q#9 - >Homo_sapiens_1	non-specific	320410	607	838	2.64087e-67	225.233	cd15283	7tmC_V2R_pheromone	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	380588	37	497	4.27305e-65	226.371	cd06365	PBP1_pheromone_receptor	 - 	cl10011
Q#9 - >Homo_sapiens_1	non-specific	320409	614	838	9.63468e-61	207.11	cd15282	7tmC_CaSR	 - 	cl28897
Q#9 - >Homo_sapiens_1	specific	425415	607	833	4.54491e-57	196.296	pfam00003	7tm_3	 - 	cl02802
Q#9 - >Homo_sapiens_1	superfamily	425415	607	833	4.54491e-57	196.296	cl02802	7tm_3 superfamily	 - 	 - 
Q#9 - >Homo_sapiens_1	non-specific	320407	608	840	6.44294e-55	190.765	cd15280	7tmC_V2R-like	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	320091	607	839	1.0281e-53	187.444	cd13953	7tm_classC_mGluR-like	 - 	cl28897
Q#9 - >Homo_sapiens_1	non-specific	320416	611	839	6.85807e-50	176.843	cd15289	7tmC_TAS1R1	 - 	cl28897
