branch	parent	child	child_is_tip	branch_length	site	nt_distance	is_multi_hit
17	35	36	0	13.2553	357	0	0
18	36	Phyllostomus_hastatus	1	11.2	357	0	0
19	36	Phyllostomus_discolor	1	11.2	357	0	0
20	34	Desmodus_rotundus	1	27.7622	357	0	0
21	47	63	0	5.51643	357	0	0
22	63	Molossus_molossus	1	45.7977	357	1	0
23	63	48	0	0	357	0	0
24	48	56	0	17.0412	357	0	0
25	56	57	0	10.5153	357	0	0
26	57	51	0	6.8221	357	0	0
27	51	33	0	0.83774	357	0	0
28	33	Myotis_brandtii	1	10.5814	357	0	0
29	33	Myotis_yumanensis	1	10.5814	357	0	0
30	51	Myotis_lucifugus	1	11.4192	357	0	0
31	57	49	0	4.99638	357	0	0
32	49	Myotis_davidii	1	13.2449	357	0	0
33	49	50	0	0.1449	357	0	0
34	50	Myotis_daubentonii	1	13.1	357	0	0
35	50	Myotis_myotis	1	13.1	357	0	0
36	56	60	0	2.9687	357	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	357	0	0
38	60	Eptesicus_fuscus	1	25.7878	357	1	0
39	48	Miniopterus_natalensis	1	45.7977	357	0	0
0	INTERNAL	13	0	37.3318	358	0	0
1	13	14	0	12.7335	358	0	0
2	14	Pteropus_alecto	1	11.9346	358	0	0
3	14	Pteropus_vampyrus	1	11.9346	358	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	358	0	0
5	INTERNAL	68	0	7	358	1	0
6	68	25	0	45.2	358	0	0
7	25	Saccopteryx_leptura	1	9.8	358	0	0
8	25	Saccopteryx_bilineata	1	9.8	358	0	0
9	68	47	0	3.68585	358	0	0
10	47	43	0	13.8141	358	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	358	0	0
12	43	34	0	9.73776	358	0	0
13	34	35	0	3.30694	358	0	0
14	35	37	0	6.6721	358	0	0
15	37	Sturnira_hondurensis	1	17.7832	358	0	0
16	37	Artibeus_jamaicensis	1	17.7832	358	0	0
17	35	36	0	13.2553	358	0	0
18	36	Phyllostomus_hastatus	1	11.2	358	2	1
19	36	Phyllostomus_discolor	1	11.2	358	0	0
20	34	Desmodus_rotundus	1	27.7622	358	1	0
21	47	63	0	5.51643	358	0	0
22	63	Molossus_molossus	1	45.7977	358	0	0
23	63	48	0	0	358	0	0
24	48	56	0	17.0412	358	0	0
25	56	57	0	10.5153	358	0	0
26	57	51	0	6.8221	358	0	0
27	51	33	0	0.83774	358	0	0
28	33	Myotis_brandtii	1	10.5814	358	0	0
29	33	Myotis_yumanensis	1	10.5814	358	0	0
30	51	Myotis_lucifugus	1	11.4192	358	0	0
31	57	49	0	4.99638	358	0	0
32	49	Myotis_davidii	1	13.2449	358	0	0
33	49	50	0	0.1449	358	0	0
34	50	Myotis_daubentonii	1	13.1	358	0	0
35	50	Myotis_myotis	1	13.1	358	0	0
36	56	60	0	2.9687	358	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	358	0	0
38	60	Eptesicus_fuscus	1	25.7878	358	0	0
39	48	Miniopterus_natalensis	1	45.7977	358	0	0
0	INTERNAL	13	0	37.3318	359	0	0
1	13	14	0	12.7335	359	0	0
2	14	Pteropus_alecto	1	11.9346	359	0	0
3	14	Pteropus_vampyrus	1	11.9346	359	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	359	0	0
5	INTERNAL	68	0	7	359	0	0
6	68	25	0	45.2	359	0	0
7	25	Saccopteryx_leptura	1	9.8	359	0	0
8	25	Saccopteryx_bilineata	1	9.8	359	1	0
9	68	47	0	3.68585	359	0	0
10	47	43	0	13.8141	359	1	0
11	43	Pteronotus_mesoamericanus	1	37.5	359	1	0
12	43	34	0	9.73776	359	0	0
13	34	35	0	3.30694	359	0	0
14	35	37	0	6.6721	359	0	0
15	37	Sturnira_hondurensis	1	17.7832	359	0	0
16	37	Artibeus_jamaicensis	1	17.7832	359	0	0
17	35	36	0	13.2553	359	0	0
18	36	Phyllostomus_hastatus	1	11.2	359	0	0
19	36	Phyllostomus_discolor	1	11.2	359	0	0
20	34	Desmodus_rotundus	1	27.7622	359	0	0
21	47	63	0	5.51643	359	0	0
22	63	Molossus_molossus	1	45.7977	359	0	0
23	63	48	0	0	359	0	0
24	48	56	0	17.0412	359	0	0
25	56	57	0	10.5153	359	0	0
26	57	51	0	6.8221	359	0	0
27	51	33	0	0.83774	359	0	0
28	33	Myotis_brandtii	1	10.5814	359	0	0
29	33	Myotis_yumanensis	1	10.5814	359	0	0
30	51	Myotis_lucifugus	1	11.4192	359	0	0
31	57	49	0	4.99638	359	0	0
32	49	Myotis_davidii	1	13.2449	359	1	0
33	49	50	0	0.1449	359	0	0
34	50	Myotis_daubentonii	1	13.1	359	0	0
35	50	Myotis_myotis	1	13.1	359	0	0
36	56	60	0	2.9687	359	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	359	0	0
38	60	Eptesicus_fuscus	1	25.7878	359	0	0
39	48	Miniopterus_natalensis	1	45.7977	359	0	0
0	INTERNAL	13	0	37.3318	360	0	0
1	13	14	0	12.7335	360	0	0
2	14	Pteropus_alecto	1	11.9346	360	0	0
3	14	Pteropus_vampyrus	1	11.9346	360	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	360	0	0
5	INTERNAL	68	0	7	360	0	0
6	68	25	0	45.2	360	1	0
7	25	Saccopteryx_leptura	1	9.8	360	0	0
8	25	Saccopteryx_bilineata	1	9.8	360	0	0
9	68	47	0	3.68585	360	0	0
10	47	43	0	13.8141	360	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	360	0	0
12	43	34	0	9.73776	360	0	0
13	34	35	0	3.30694	360	0	0
14	35	37	0	6.6721	360	0	0
15	37	Sturnira_hondurensis	1	17.7832	360	0	0
16	37	Artibeus_jamaicensis	1	17.7832	360	0	0
17	35	36	0	13.2553	360	0	0
18	36	Phyllostomus_hastatus	1	11.2	360	0	0
19	36	Phyllostomus_discolor	1	11.2	360	0	0
20	34	Desmodus_rotundus	1	27.7622	360	0	0
21	47	63	0	5.51643	360	0	0
22	63	Molossus_molossus	1	45.7977	360	0	0
23	63	48	0	0	360	0	0
24	48	56	0	17.0412	360	0	0
25	56	57	0	10.5153	360	0	0
26	57	51	0	6.8221	360	0	0
27	51	33	0	0.83774	360	0	0
28	33	Myotis_brandtii	1	10.5814	360	0	0
29	33	Myotis_yumanensis	1	10.5814	360	0	0
30	51	Myotis_lucifugus	1	11.4192	360	0	0
31	57	49	0	4.99638	360	0	0
32	49	Myotis_davidii	1	13.2449	360	0	0
33	49	50	0	0.1449	360	0	0
34	50	Myotis_daubentonii	1	13.1	360	0	0
35	50	Myotis_myotis	1	13.1	360	0	0
36	56	60	0	2.9687	360	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	360	0	0
38	60	Eptesicus_fuscus	1	25.7878	360	0	0
39	48	Miniopterus_natalensis	1	45.7977	360	0	0
0	INTERNAL	13	0	37.3318	361	0	0
1	13	14	0	12.7335	361	0	0
2	14	Pteropus_alecto	1	11.9346	361	0	0
3	14	Pteropus_vampyrus	1	11.9346	361	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	361	0	0
5	INTERNAL	68	0	7	361	0	0
6	68	25	0	45.2	361	0	0
7	25	Saccopteryx_leptura	1	9.8	361	0	0
8	25	Saccopteryx_bilineata	1	9.8	361	0	0
9	68	47	0	3.68585	361	0	0
10	47	43	0	13.8141	361	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	361	0	0
12	43	34	0	9.73776	361	0	0
13	34	35	0	3.30694	361	0	0
14	35	37	0	6.6721	361	0	0
15	37	Sturnira_hondurensis	1	17.7832	361	0	0
16	37	Artibeus_jamaicensis	1	17.7832	361	0	0
17	35	36	0	13.2553	361	0	0
18	36	Phyllostomus_hastatus	1	11.2	361	0	0
19	36	Phyllostomus_discolor	1	11.2	361	0	0
20	34	Desmodus_rotundus	1	27.7622	361	0	0
21	47	63	0	5.51643	361	0	0
22	63	Molossus_molossus	1	45.7977	361	0	0
23	63	48	0	0	361	0	0
24	48	56	0	17.0412	361	0	0
25	56	57	0	10.5153	361	0	0
26	57	51	0	6.8221	361	0	0
27	51	33	0	0.83774	361	0	0
28	33	Myotis_brandtii	1	10.5814	361	0	0
29	33	Myotis_yumanensis	1	10.5814	361	0	0
30	51	Myotis_lucifugus	1	11.4192	361	0	0
31	57	49	0	4.99638	361	0	0
32	49	Myotis_davidii	1	13.2449	361	0	0
33	49	50	0	0.1449	361	0	0
34	50	Myotis_daubentonii	1	13.1	361	0	0
35	50	Myotis_myotis	1	13.1	361	0	0
36	56	60	0	2.9687	361	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	361	0	0
38	60	Eptesicus_fuscus	1	25.7878	361	0	0
39	48	Miniopterus_natalensis	1	45.7977	361	0	0
0	INTERNAL	13	0	37.3318	362	0	0
1	13	14	0	12.7335	362	0	0
2	14	Pteropus_alecto	1	11.9346	362	0	0
3	14	Pteropus_vampyrus	1	11.9346	362	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	362	0	0
5	INTERNAL	68	0	7	362	0	0
6	68	25	0	45.2	362	0	0
7	25	Saccopteryx_leptura	1	9.8	362	0	0
8	25	Saccopteryx_bilineata	1	9.8	362	0	0
9	68	47	0	3.68585	362	0	0
10	47	43	0	13.8141	362	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	362	0	0
12	43	34	0	9.73776	362	0	0
13	34	35	0	3.30694	362	0	0
14	35	37	0	6.6721	362	0	0
15	37	Sturnira_hondurensis	1	17.7832	362	0	0
16	37	Artibeus_jamaicensis	1	17.7832	362	0	0
17	35	36	0	13.2553	362	0	0
18	36	Phyllostomus_hastatus	1	11.2	362	0	0
19	36	Phyllostomus_discolor	1	11.2	362	0	0
20	34	Desmodus_rotundus	1	27.7622	362	0	0
21	47	63	0	5.51643	362	0	0
22	63	Molossus_molossus	1	45.7977	362	0	0
23	63	48	0	0	362	0	0
24	48	56	0	17.0412	362	0	0
25	56	57	0	10.5153	362	0	0
26	57	51	0	6.8221	362	0	0
27	51	33	0	0.83774	362	0	0
28	33	Myotis_brandtii	1	10.5814	362	0	0
29	33	Myotis_yumanensis	1	10.5814	362	0	0
30	51	Myotis_lucifugus	1	11.4192	362	0	0
31	57	49	0	4.99638	362	0	0
32	49	Myotis_davidii	1	13.2449	362	0	0
33	49	50	0	0.1449	362	0	0
34	50	Myotis_daubentonii	1	13.1	362	0	0
35	50	Myotis_myotis	1	13.1	362	0	0
36	56	60	0	2.9687	362	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	362	0	0
38	60	Eptesicus_fuscus	1	25.7878	362	0	0
39	48	Miniopterus_natalensis	1	45.7977	362	0	0
0	INTERNAL	13	0	37.3318	363	0	0
1	13	14	0	12.7335	363	0	0
2	14	Pteropus_alecto	1	11.9346	363	0	0
3	14	Pteropus_vampyrus	1	11.9346	363	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	363	0	0
5	INTERNAL	68	0	7	363	0	0
6	68	25	0	45.2	363	0	0
7	25	Saccopteryx_leptura	1	9.8	363	0	0
8	25	Saccopteryx_bilineata	1	9.8	363	0	0
9	68	47	0	3.68585	363	0	0
10	47	43	0	13.8141	363	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	363	0	0
12	43	34	0	9.73776	363	0	0
13	34	35	0	3.30694	363	0	0
14	35	37	0	6.6721	363	0	0
15	37	Sturnira_hondurensis	1	17.7832	363	0	0
16	37	Artibeus_jamaicensis	1	17.7832	363	0	0
17	35	36	0	13.2553	363	0	0
18	36	Phyllostomus_hastatus	1	11.2	363	0	0
19	36	Phyllostomus_discolor	1	11.2	363	0	0
20	34	Desmodus_rotundus	1	27.7622	363	0	0
21	47	63	0	5.51643	363	0	0
22	63	Molossus_molossus	1	45.7977	363	0	0
23	63	48	0	0	363	0	0
24	48	56	0	17.0412	363	0	0
25	56	57	0	10.5153	363	0	0
26	57	51	0	6.8221	363	0	0
27	51	33	0	0.83774	363	0	0
28	33	Myotis_brandtii	1	10.5814	363	0	0
29	33	Myotis_yumanensis	1	10.5814	363	0	0
30	51	Myotis_lucifugus	1	11.4192	363	0	0
31	57	49	0	4.99638	363	0	0
32	49	Myotis_davidii	1	13.2449	363	0	0
33	49	50	0	0.1449	363	0	0
34	50	Myotis_daubentonii	1	13.1	363	0	0
35	50	Myotis_myotis	1	13.1	363	0	0
36	56	60	0	2.9687	363	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	363	0	0
38	60	Eptesicus_fuscus	1	25.7878	363	0	0
39	48	Miniopterus_natalensis	1	45.7977	363	0	0
0	INTERNAL	13	0	37.3318	364	0	0
1	13	14	0	12.7335	364	0	0
2	14	Pteropus_alecto	1	11.9346	364	0	0
3	14	Pteropus_vampyrus	1	11.9346	364	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	364	0	0
5	INTERNAL	68	0	7	364	0	0
6	68	25	0	45.2	364	0	0
7	25	Saccopteryx_leptura	1	9.8	364	0	0
8	25	Saccopteryx_bilineata	1	9.8	364	0	0
9	68	47	0	3.68585	364	0	0
10	47	43	0	13.8141	364	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	364	0	0
12	43	34	0	9.73776	364	0	0
13	34	35	0	3.30694	364	0	0
14	35	37	0	6.6721	364	0	0
15	37	Sturnira_hondurensis	1	17.7832	364	0	0
16	37	Artibeus_jamaicensis	1	17.7832	364	0	0
17	35	36	0	13.2553	364	0	0
18	36	Phyllostomus_hastatus	1	11.2	364	0	0
19	36	Phyllostomus_discolor	1	11.2	364	0	0
20	34	Desmodus_rotundus	1	27.7622	364	0	0
21	47	63	0	5.51643	364	0	0
22	63	Molossus_molossus	1	45.7977	364	0	0
23	63	48	0	0	364	0	0
24	48	56	0	17.0412	364	0	0
25	56	57	0	10.5153	364	0	0
26	57	51	0	6.8221	364	0	0
27	51	33	0	0.83774	364	0	0
28	33	Myotis_brandtii	1	10.5814	364	0	0
29	33	Myotis_yumanensis	1	10.5814	364	0	0
30	51	Myotis_lucifugus	1	11.4192	364	0	0
31	57	49	0	4.99638	364	0	0
32	49	Myotis_davidii	1	13.2449	364	0	0
33	49	50	0	0.1449	364	0	0
34	50	Myotis_daubentonii	1	13.1	364	0	0
35	50	Myotis_myotis	1	13.1	364	0	0
36	56	60	0	2.9687	364	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	364	0	0
38	60	Eptesicus_fuscus	1	25.7878	364	0	0
39	48	Miniopterus_natalensis	1	45.7977	364	0	0
0	INTERNAL	13	0	37.3318	365	1	0
1	13	14	0	12.7335	365	0	0
2	14	Pteropus_alecto	1	11.9346	365	0	0
3	14	Pteropus_vampyrus	1	11.9346	365	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	365	1	0
5	INTERNAL	68	0	7	365	0	0
6	68	25	0	45.2	365	0	0
7	25	Saccopteryx_leptura	1	9.8	365	0	0
8	25	Saccopteryx_bilineata	1	9.8	365	0	0
9	68	47	0	3.68585	365	0	0
10	47	43	0	13.8141	365	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	365	0	0
12	43	34	0	9.73776	365	0	0
13	34	35	0	3.30694	365	0	0
14	35	37	0	6.6721	365	0	0
15	37	Sturnira_hondurensis	1	17.7832	365	0	0
16	37	Artibeus_jamaicensis	1	17.7832	365	0	0
17	35	36	0	13.2553	365	0	0
18	36	Phyllostomus_hastatus	1	11.2	365	0	0
19	36	Phyllostomus_discolor	1	11.2	365	0	0
20	34	Desmodus_rotundus	1	27.7622	365	0	0
21	47	63	0	5.51643	365	0	0
22	63	Molossus_molossus	1	45.7977	365	0	0
23	63	48	0	0	365	0	0
24	48	56	0	17.0412	365	0	0
25	56	57	0	10.5153	365	0	0
26	57	51	0	6.8221	365	0	0
27	51	33	0	0.83774	365	1	0
28	33	Myotis_brandtii	1	10.5814	365	0	0
29	33	Myotis_yumanensis	1	10.5814	365	0	0
30	51	Myotis_lucifugus	1	11.4192	365	0	0
31	57	49	0	4.99638	365	0	0
32	49	Myotis_davidii	1	13.2449	365	0	0
33	49	50	0	0.1449	365	0	0
34	50	Myotis_daubentonii	1	13.1	365	0	0
35	50	Myotis_myotis	1	13.1	365	0	0
36	56	60	0	2.9687	365	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	365	0	0
38	60	Eptesicus_fuscus	1	25.7878	365	0	0
39	48	Miniopterus_natalensis	1	45.7977	365	0	0
0	INTERNAL	13	0	37.3318	366	1	0
1	13	14	0	12.7335	366	0	0
2	14	Pteropus_alecto	1	11.9346	366	0	0
3	14	Pteropus_vampyrus	1	11.9346	366	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	366	0	0
5	INTERNAL	68	0	7	366	0	0
6	68	25	0	45.2	366	0	0
7	25	Saccopteryx_leptura	1	9.8	366	0	0
8	25	Saccopteryx_bilineata	1	9.8	366	0	0
9	68	47	0	3.68585	366	0	0
10	47	43	0	13.8141	366	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	366	0	0
12	43	34	0	9.73776	366	1	0
13	34	35	0	3.30694	366	0	0
14	35	37	0	6.6721	366	0	0
15	37	Sturnira_hondurensis	1	17.7832	366	0	0
16	37	Artibeus_jamaicensis	1	17.7832	366	0	0
17	35	36	0	13.2553	366	0	0
18	36	Phyllostomus_hastatus	1	11.2	366	0	0
19	36	Phyllostomus_discolor	1	11.2	366	0	0
20	34	Desmodus_rotundus	1	27.7622	366	0	0
21	47	63	0	5.51643	366	1	0
22	63	Molossus_molossus	1	45.7977	366	0	0
23	63	48	0	0	366	0	0
24	48	56	0	17.0412	366	0	0
25	56	57	0	10.5153	366	0	0
26	57	51	0	6.8221	366	0	0
27	51	33	0	0.83774	366	0	0
28	33	Myotis_brandtii	1	10.5814	366	0	0
29	33	Myotis_yumanensis	1	10.5814	366	0	0
30	51	Myotis_lucifugus	1	11.4192	366	0	0
31	57	49	0	4.99638	366	0	0
32	49	Myotis_davidii	1	13.2449	366	1	0
33	49	50	0	0.1449	366	0	0
34	50	Myotis_daubentonii	1	13.1	366	0	0
35	50	Myotis_myotis	1	13.1	366	0	0
36	56	60	0	2.9687	366	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	366	1	0
38	60	Eptesicus_fuscus	1	25.7878	366	1	0
39	48	Miniopterus_natalensis	1	45.7977	366	0	0
0	INTERNAL	13	0	37.3318	367	0	0
1	13	14	0	12.7335	367	1	0
2	14	Pteropus_alecto	1	11.9346	367	0	0
3	14	Pteropus_vampyrus	1	11.9346	367	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	367	0	0
5	INTERNAL	68	0	7	367	0	0
6	68	25	0	45.2	367	0	0
7	25	Saccopteryx_leptura	1	9.8	367	0	0
8	25	Saccopteryx_bilineata	1	9.8	367	0	0
9	68	47	0	3.68585	367	0	0
10	47	43	0	13.8141	367	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	367	0	0
12	43	34	0	9.73776	367	0	0
13	34	35	0	3.30694	367	0	0
14	35	37	0	6.6721	367	0	0
15	37	Sturnira_hondurensis	1	17.7832	367	0	0
16	37	Artibeus_jamaicensis	1	17.7832	367	0	0
17	35	36	0	13.2553	367	0	0
18	36	Phyllostomus_hastatus	1	11.2	367	0	0
19	36	Phyllostomus_discolor	1	11.2	367	0	0
20	34	Desmodus_rotundus	1	27.7622	367	0	0
21	47	63	0	5.51643	367	0	0
22	63	Molossus_molossus	1	45.7977	367	0	0
23	63	48	0	0	367	0	0
24	48	56	0	17.0412	367	0	0
25	56	57	0	10.5153	367	0	0
26	57	51	0	6.8221	367	0	0
27	51	33	0	0.83774	367	0	0
28	33	Myotis_brandtii	1	10.5814	367	0	0
29	33	Myotis_yumanensis	1	10.5814	367	0	0
30	51	Myotis_lucifugus	1	11.4192	367	0	0
31	57	49	0	4.99638	367	0	0
32	49	Myotis_davidii	1	13.2449	367	0	0
33	49	50	0	0.1449	367	0	0
34	50	Myotis_daubentonii	1	13.1	367	0	0
35	50	Myotis_myotis	1	13.1	367	0	0
36	56	60	0	2.9687	367	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	367	0	0
38	60	Eptesicus_fuscus	1	25.7878	367	0	0
39	48	Miniopterus_natalensis	1	45.7977	367	0	0
0	INTERNAL	13	0	37.3318	368	1	0
1	13	14	0	12.7335	368	0	0
2	14	Pteropus_alecto	1	11.9346	368	0	0
3	14	Pteropus_vampyrus	1	11.9346	368	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	368	0	0
5	INTERNAL	68	0	7	368	0	0
6	68	25	0	45.2	368	0	0
7	25	Saccopteryx_leptura	1	9.8	368	0	0
8	25	Saccopteryx_bilineata	1	9.8	368	0	0
9	68	47	0	3.68585	368	0	0
10	47	43	0	13.8141	368	1	0
11	43	Pteronotus_mesoamericanus	1	37.5	368	0	0
12	43	34	0	9.73776	368	0	0
13	34	35	0	3.30694	368	0	0
14	35	37	0	6.6721	368	0	0
15	37	Sturnira_hondurensis	1	17.7832	368	0	0
16	37	Artibeus_jamaicensis	1	17.7832	368	1	0
17	35	36	0	13.2553	368	1	0
18	36	Phyllostomus_hastatus	1	11.2	368	0	0
19	36	Phyllostomus_discolor	1	11.2	368	0	0
20	34	Desmodus_rotundus	1	27.7622	368	0	0
21	47	63	0	5.51643	368	0	0
22	63	Molossus_molossus	1	45.7977	368	0	0
23	63	48	0	0	368	0	0
24	48	56	0	17.0412	368	0	0
25	56	57	0	10.5153	368	0	0
26	57	51	0	6.8221	368	0	0
27	51	33	0	0.83774	368	0	0
28	33	Myotis_brandtii	1	10.5814	368	0	0
29	33	Myotis_yumanensis	1	10.5814	368	0	0
30	51	Myotis_lucifugus	1	11.4192	368	0	0
31	57	49	0	4.99638	368	0	0
32	49	Myotis_davidii	1	13.2449	368	2	1
33	49	50	0	0.1449	368	0	0
34	50	Myotis_daubentonii	1	13.1	368	0	0
35	50	Myotis_myotis	1	13.1	368	0	0
36	56	60	0	2.9687	368	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	368	0	0
38	60	Eptesicus_fuscus	1	25.7878	368	1	0
39	48	Miniopterus_natalensis	1	45.7977	368	0	0
0	INTERNAL	13	0	37.3318	369	0	0
1	13	14	0	12.7335	369	0	0
2	14	Pteropus_alecto	1	11.9346	369	0	0
3	14	Pteropus_vampyrus	1	11.9346	369	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	369	0	0
5	INTERNAL	68	0	7	369	0	0
6	68	25	0	45.2	369	0	0
7	25	Saccopteryx_leptura	1	9.8	369	0	0
8	25	Saccopteryx_bilineata	1	9.8	369	0	0
9	68	47	0	3.68585	369	0	0
10	47	43	0	13.8141	369	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	369	1	0
12	43	34	0	9.73776	369	0	0
13	34	35	0	3.30694	369	0	0
14	35	37	0	6.6721	369	0	0
15	37	Sturnira_hondurensis	1	17.7832	369	0	0
16	37	Artibeus_jamaicensis	1	17.7832	369	0	0
17	35	36	0	13.2553	369	0	0
18	36	Phyllostomus_hastatus	1	11.2	369	0	0
19	36	Phyllostomus_discolor	1	11.2	369	0	0
20	34	Desmodus_rotundus	1	27.7622	369	1	0
21	47	63	0	5.51643	369	0	0
22	63	Molossus_molossus	1	45.7977	369	0	0
23	63	48	0	0	369	0	0
24	48	56	0	17.0412	369	0	0
25	56	57	0	10.5153	369	0	0
26	57	51	0	6.8221	369	0	0
27	51	33	0	0.83774	369	0	0
28	33	Myotis_brandtii	1	10.5814	369	0	0
29	33	Myotis_yumanensis	1	10.5814	369	0	0
30	51	Myotis_lucifugus	1	11.4192	369	0	0
31	57	49	0	4.99638	369	0	0
32	49	Myotis_davidii	1	13.2449	369	0	0
33	49	50	0	0.1449	369	0	0
34	50	Myotis_daubentonii	1	13.1	369	0	0
35	50	Myotis_myotis	1	13.1	369	0	0
36	56	60	0	2.9687	369	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	369	0	0
38	60	Eptesicus_fuscus	1	25.7878	369	0	0
39	48	Miniopterus_natalensis	1	45.7977	369	0	0
0	INTERNAL	13	0	37.3318	370	0	0
1	13	14	0	12.7335	370	0	0
2	14	Pteropus_alecto	1	11.9346	370	0	0
3	14	Pteropus_vampyrus	1	11.9346	370	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	370	0	0
5	INTERNAL	68	0	7	370	0	0
6	68	25	0	45.2	370	0	0
7	25	Saccopteryx_leptura	1	9.8	370	0	0
8	25	Saccopteryx_bilineata	1	9.8	370	0	0
9	68	47	0	3.68585	370	0	0
10	47	43	0	13.8141	370	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	370	0	0
12	43	34	0	9.73776	370	0	0
13	34	35	0	3.30694	370	0	0
14	35	37	0	6.6721	370	0	0
15	37	Sturnira_hondurensis	1	17.7832	370	0	0
16	37	Artibeus_jamaicensis	1	17.7832	370	0	0
17	35	36	0	13.2553	370	0	0
18	36	Phyllostomus_hastatus	1	11.2	370	0	0
19	36	Phyllostomus_discolor	1	11.2	370	0	0
20	34	Desmodus_rotundus	1	27.7622	370	0	0
21	47	63	0	5.51643	370	0	0
22	63	Molossus_molossus	1	45.7977	370	0	0
23	63	48	0	0	370	0	0
24	48	56	0	17.0412	370	0	0
25	56	57	0	10.5153	370	0	0
26	57	51	0	6.8221	370	0	0
27	51	33	0	0.83774	370	0	0
28	33	Myotis_brandtii	1	10.5814	370	0	0
29	33	Myotis_yumanensis	1	10.5814	370	0	0
30	51	Myotis_lucifugus	1	11.4192	370	0	0
31	57	49	0	4.99638	370	0	0
32	49	Myotis_davidii	1	13.2449	370	0	0
33	49	50	0	0.1449	370	0	0
34	50	Myotis_daubentonii	1	13.1	370	0	0
35	50	Myotis_myotis	1	13.1	370	0	0
36	56	60	0	2.9687	370	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	370	0	0
38	60	Eptesicus_fuscus	1	25.7878	370	0	0
39	48	Miniopterus_natalensis	1	45.7977	370	0	0
0	INTERNAL	13	0	37.3318	371	0	0
1	13	14	0	12.7335	371	0	0
2	14	Pteropus_alecto	1	11.9346	371	0	0
3	14	Pteropus_vampyrus	1	11.9346	371	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	371	0	0
5	INTERNAL	68	0	7	371	0	0
6	68	25	0	45.2	371	0	0
7	25	Saccopteryx_leptura	1	9.8	371	0	0
8	25	Saccopteryx_bilineata	1	9.8	371	0	0
9	68	47	0	3.68585	371	0	0
10	47	43	0	13.8141	371	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	371	0	0
12	43	34	0	9.73776	371	0	0
13	34	35	0	3.30694	371	0	0
14	35	37	0	6.6721	371	0	0
15	37	Sturnira_hondurensis	1	17.7832	371	0	0
16	37	Artibeus_jamaicensis	1	17.7832	371	0	0
17	35	36	0	13.2553	371	0	0
18	36	Phyllostomus_hastatus	1	11.2	371	0	0
19	36	Phyllostomus_discolor	1	11.2	371	0	0
20	34	Desmodus_rotundus	1	27.7622	371	1	0
21	47	63	0	5.51643	371	0	0
22	63	Molossus_molossus	1	45.7977	371	0	0
23	63	48	0	0	371	0	0
24	48	56	0	17.0412	371	0	0
25	56	57	0	10.5153	371	0	0
26	57	51	0	6.8221	371	0	0
27	51	33	0	0.83774	371	0	0
28	33	Myotis_brandtii	1	10.5814	371	0	0
29	33	Myotis_yumanensis	1	10.5814	371	0	0
30	51	Myotis_lucifugus	1	11.4192	371	0	0
31	57	49	0	4.99638	371	0	0
32	49	Myotis_davidii	1	13.2449	371	0	0
33	49	50	0	0.1449	371	0	0
34	50	Myotis_daubentonii	1	13.1	371	0	0
35	50	Myotis_myotis	1	13.1	371	0	0
36	56	60	0	2.9687	371	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	371	0	0
38	60	Eptesicus_fuscus	1	25.7878	371	0	0
